Product_Category,Category,Subcategory1,Subcategory2,Subcategory3,Url,Attr_Name,Attr_Value,_id
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Basics,extra.Style,Basics,"{""field"": ""extra.Style"", ""value"": [""Basics""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Bottoms,extra.Style,Bottoms,"{""field"": ""extra.Style"", ""value"": [""Bottoms""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Corsets / Bustiers,extra.Style,Corsets / Bustiers,"{""field"": ""extra.Style"", ""value"": [""Corsets / Bustiers""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Crop Tops,extra.Style,Crop Tops,"{""field"": ""extra.Style"", ""value"": [""Crop Tops""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Curve,extra.Style,Curve,"{""field"": ""extra.Style"", ""value"": [""Curve""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Denim Jackets,extra.Style,Denim Jackets,"{""field"": ""extra.Style"", ""value"": [""Denim Jackets""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Flared Sleeve,extra.Style,Flared Sleeve,"{""field"": ""extra.Style"", ""value"": [""Flared Sleeve""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=High Waisted,extra.Style,High Waisted,"{""field"": ""extra.Style"", ""value"": [""High Waisted""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Jackets,extra.Style,Jackets,"{""field"": ""extra.Style"", ""value"": [""Jackets""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Long Sleeve,extra.Style,Long Sleeve,"{""field"": ""extra.Style"", ""value"": [""Long Sleeve""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Long Sleeve Tops,extra.Style,Long Sleeve Tops,"{""field"": ""extra.Style"", ""value"": [""Long Sleeve Tops""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Loungewear,extra.Style,Loungewear,"{""field"": ""extra.Style"", ""value"": [""Loungewear""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Mesh Tops,extra.Style,Mesh Tops,"{""field"": ""extra.Style"", ""value"": [""Mesh Tops""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Pleated,extra.Style,Pleated,"{""field"": ""extra.Style"", ""value"": [""Pleated""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Pleated Skirts,extra.Style,Pleated Skirts,"{""field"": ""extra.Style"", ""value"": [""Pleated Skirts""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Puffed Sleeve,extra.Style,Puffed Sleeve,"{""field"": ""extra.Style"", ""value"": [""Puffed Sleeve""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Sets,extra.Style,Sets,"{""field"": ""extra.Style"", ""value"": [""Sets""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Shirts & Blouses,extra.Style,Shirts & Blouses,"{""field"": ""extra.Style"", ""value"": [""Shirts & Blouses""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Shorts,extra.Style,Shorts,"{""field"": ""extra.Style"", ""value"": [""Shorts""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Sleeveless,extra.Style,Sleeveless,"{""field"": ""extra.Style"", ""value"": [""Sleeveless""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Sweaters,extra.Style,Sweaters,"{""field"": ""extra.Style"", ""value"": [""Sweaters""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Style=Tops,extra.Style,Tops,"{""field"": ""extra.Style"", ""value"": [""Tops""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=L/XL,skus.customFields.size,L/XL,"{""field"": ""skus.customFields.size"", ""value"": [""L/XL""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=M/L,skus.customFields.size,M/L,"{""field"": ""skus.customFields.size"", ""value"": [""M/L""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 0,skus.customFields.size,US 0,"{""field"": ""skus.customFields.size"", ""value"": [""US 0""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 10,skus.customFields.size,US 10,"{""field"": ""skus.customFields.size"", ""value"": [""US 10""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 12,skus.customFields.size,US 12,"{""field"": ""skus.customFields.size"", ""value"": [""US 12""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 14,skus.customFields.size,US 14,"{""field"": ""skus.customFields.size"", ""value"": [""US 14""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 16,skus.customFields.size,US 16,"{""field"": ""skus.customFields.size"", ""value"": [""US 16""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 18,skus.customFields.size,US 18,"{""field"": ""skus.customFields.size"", ""value"": [""US 18""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 2,skus.customFields.size,US 2,"{""field"": ""skus.customFields.size"", ""value"": [""US 2""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 20,skus.customFields.size,US 20,"{""field"": ""skus.customFields.size"", ""value"": [""US 20""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 4,skus.customFields.size,US 4,"{""field"": ""skus.customFields.size"", ""value"": [""US 4""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 6,skus.customFields.size,US 6,"{""field"": ""skus.customFields.size"", ""value"": [""US 6""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=US 8,skus.customFields.size,US 8,"{""field"": ""skus.customFields.size"", ""value"": [""US 8""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.skus.customFields.size=XS/S,skus.customFields.size,XS/S,"{""field"": ""skus.customFields.size"", ""value"": [""XS/S""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Beige,customFields.accentuate-nosto_facet_color,Beige,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Beige""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Black,customFields.accentuate-nosto_facet_color,Black,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Black""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Blue,customFields.accentuate-nosto_facet_color,Blue,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Blue""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Brown,customFields.accentuate-nosto_facet_color,Brown,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Brown""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Green,customFields.accentuate-nosto_facet_color,Green,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Green""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Pink,customFields.accentuate-nosto_facet_color,Pink,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Pink""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Purple,customFields.accentuate-nosto_facet_color,Purple,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Purple""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Red,customFields.accentuate-nosto_facet_color,Red,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Red""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=White,customFields.accentuate-nosto_facet_color,White,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""White""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.customFields.accentuate-nosto_facet_color=Yellow,customFields.accentuate-nosto_facet_color,Yellow,"{""field"": ""customFields.accentuate-nosto_facet_color"", ""value"": [""Yellow""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Abstract,extra.Print,Abstract,"{""field"": ""extra.Print"", ""value"": [""Abstract""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Checkered,extra.Print,Checkered,"{""field"": ""extra.Print"", ""value"": [""Checkered""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Floral,extra.Print,Floral,"{""field"": ""extra.Print"", ""value"": [""Floral""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Gingham,extra.Print,Gingham,"{""field"": ""extra.Print"", ""value"": [""Gingham""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Plaid,extra.Print,Plaid,"{""field"": ""extra.Print"", ""value"": [""Plaid""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Polkadot,extra.Print,Polkadot,"{""field"": ""extra.Print"", ""value"": [""Polkadot""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Solid,extra.Print,Solid,"{""field"": ""extra.Print"", ""value"": [""Solid""]}"
Clothing,Women,Western,Topwear,Shirts & Blouses,https://us.princesspolly.com/collections/shirts-blouses?filter.extra.Print=Stripe,extra.Print,Stripe,"{""field"": ""extra.Print"", ""value"": [""Stripe""]}"
